,Pitcher,Batter,BatterTeam,TaggedPitchType,PitchCall,PlayResult,RelSpeed,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide
97,Matthew Dalquist,Jayden Lopez,Uc riverside,Fastball,InPlay,Out,86.80687999615051,19.73121307799894,12.621435434143498,2.9679737769189387,0.1856002989278778
98,Matthew Dalquist,Bubba Rocha,Uc riverside,Fastball,BallCalled,,86.46601868458828,20.50053818069172,12.242750254613489,2.756869839797145,1.4851827881923432
99,Matthew Dalquist,Bubba Rocha,Uc riverside,Fastball,InPlay,Out,85.89198245619419,20.517018870596345,12.12531538240654,2.4599586278236534,1.2325618220903538
100,Matthew Dalquist,Dominic Martinez,Uc riverside,Changeup,BallCalled,,82.25879335574788,13.48289869229924,18.118219082740552,-0.5092657247385953,-0.7139376356485272
101,Matthew Dalquist,Dominic Martinez,Uc riverside,Fastball,StrikeCalled,,86.947534895883,20.08933547609545,12.424979765456376,1.537728698466823,0.8755171973022955
102,Matthew Dalquist,Dominic Martinez,Uc riverside,Fastball,StrikeSwinging,,87.13547614522719,20.38346891822078,12.861042900941328,1.7876157887604922,1.8999774414298864
103,Matthew Dalquist,Dominic Martinez,Uc riverside,Changeup,BallCalled,,83.02767258698199,12.187506157557952,17.59419657040628,0.5961187198061116,0.8629735233242568
131,Matthew Dalquist,Andrew Rivas,Uc riverside,Fastball,BallCalled,,85.6915331214199,18.758122484107165,14.6574386008759,3.589335857180944,1.516887319585073
132,Matthew Dalquist,Andrew Rivas,Uc riverside,Fastball,Foul,,84.74403095252589,19.73909480638197,13.425837093341316,1.855897888046799,0.6995144963213796
133,Matthew Dalquist,Andrew Rivas,Uc riverside,Curveball,BallCalled,,70.89000260835262,-8.942002509736042,-13.95952131490452,4.252166431517816,0.7617083107117004
134,Matthew Dalquist,Andrew Rivas,Uc riverside,Fastball,StrikeSwinging,,85.27600321570633,19.76080256029016,13.724769679715354,2.887932991936335,1.5232060825538056
135,Matthew Dalquist,Andrew Rivas,Uc riverside,Fastball,Foul,,87.05199008574941,19.89356427871096,12.088057778846208,1.9137821883466304,1.3098446516046869
136,Matthew Dalquist,Andrew Rivas,Uc riverside,Fastball,StrikeSwinging,StrikeoutSwinging,87.22126819472899,19.358807932357088,13.373087032991368,2.9753745920823125,1.4271137903804625
137,Matthew Dalquist,Tyler Martinez,Uc riverside,Fastball,BallCalled,,87.72225830079722,19.50873508154565,11.632358282584612,4.296164199598723,-0.1097053386734079
138,Matthew Dalquist,Tyler Martinez,Uc riverside,Fastball,HitByPitch,,84.63469875385849,19.623487522148423,12.061009125280846,4.159567961525091,2.207442547970609
139,Matthew Dalquist,Rudy Rodriguez,Uc riverside,Changeup,StrikeCalled,,81.22119097951553,11.510057090131085,14.961479674471455,2.352405830881537,0.9674548058654836
140,Matthew Dalquist,Rudy Rodriguez,Uc riverside,Changeup,InPlay,Out,81.57714663258884,13.01489252976473,15.91803080574291,1.5782446974579911,0.3776354492891393
0,Matthew Dalquist,Caden Kendle,Uc irvine,Slider,BallCalled,,81.53199936060389,4.17787362408346,-4.34538689175236,0.9603666467436202,0.1163334923494395
1,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,BallCalled,,89.53921389550564,19.40346491321381,11.656526865615804,2.957862944699372,1.8976950321530477
2,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,StrikeCalled,,87.59965389373036,19.053315447687574,11.690719730139904,2.398749568000528,0.712258396518088
3,Matthew Dalquist,Woody Hadeen,Uc irvine,Changeup,BallCalled,,83.43019341086156,11.652440176615483,17.30577972122146,0.9788024981174924,-0.0104331252369152
4,Matthew Dalquist,Jo Oyama,Uc irvine,Changeup,BallCalled,,83.51491083209301,10.390919837672596,16.635934178747895,2.9203071763835178,1.4624567211689772
5,Matthew Dalquist,Tony Martinez,Uc irvine,Curveball,InPlay,Out,72.12299586145903,-11.77687668680445,-13.12388400350904,2.4042185463961347,0.8700360788433705
6,Matthew Dalquist,Jo Oyama,Uc irvine,Fastball,Foul,,90.30825010048436,19.84985222029577,11.67066582901912,2.0247790648565087,0.3659079710183028
7,Matthew Dalquist,Myles Smith,Uc irvine,Curveball,BallCalled,,72.77095603088736,-7.9822290395321,-12.942030355671942,3.15858500420755,1.7019890556992645
8,Matthew Dalquist,Jo Oyama,Uc irvine,Slider,StrikeSwinging,StrikeoutSwinging,82.37510987386598,6.017503498663352,-3.189866297472608,1.927326295391016,1.6253850534557854
9,Matthew Dalquist,Myles Smith,Uc irvine,Fastball,Foul,,90.36252047982084,18.125377493469887,12.252577562379216,2.206038049279861,0.7646068078012949
10,Matthew Dalquist,Myles Smith,Uc irvine,Fastball,InPlay,Double,90.57972777051442,18.34515995604433,11.320124754859547,2.760205328599368,0.8906886361655846
11,Matthew Dalquist,Thomas Mccaffrey,Uc irvine,Fastball,InPlay,Out,90.1737808866746,18.58980035444084,11.105435975969575,2.8214839800889893,0.0803690594521404
12,Matthew Dalquist,Caden Kendle,Uc irvine,Curveball,BallCalled,,72.2387684201514,-7.191882952596764,-12.320568202376384,4.076845769944537,1.105987036334151
29,Matthew Dalquist,Will Bermudez,Uc irvine,Fastball,Foul,,86.82787884771885,20.163767841489275,11.70031258600164,2.8255871984394663,0.8064353310691061
30,Matthew Dalquist,Chase Call,Uc irvine,Fastball,InPlay,Out,89.95531018654572,19.312806356108588,12.21292407346716,3.1267102872942414,0.3555764478714357
36,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,BallCalled,,88.14516855949644,18.198288591105676,11.92206138996909,4.180496729518591,0.7198620944222864
37,Matthew Dalquist,James Castagnola,Uc irvine,,,,87.24708932290844,18.053907910674702,13.131841288968868,2.7910988206588643,0.8973723261073755
38,Matthew Dalquist,Woody Hadeen,Uc irvine,,,,74.30057090562464,-7.750147025473581,-13.78882391754756,3.2302644455467218,1.1030507253031472
41,Matthew Dalquist,Jo Oyama,Uc irvine,Curveball,StrikeCalled,,73.15827195171182,-7.884129453160092,-12.35189450457049,2.7212153541560653,1.122627789750987
42,Matthew Dalquist,Tony Martinez,Uc irvine,Fastball,StrikeSwinging,StrikeoutSwinging,92.01039005498846,19.363713648326247,11.38029147167541,2.884080890996509,0.2266693019738866
0,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,BallCalled,,90.28882656204406,19.015961258866195,12.001926268709196,2.5848721142760183,0.7416227427017712
6,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,BallCalled,,88.47700353927964,18.89076324684216,10.959302947578696,2.963975003171708,1.7032198272529746
7,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,BallCalled,,88.6329580516608,19.36233560093383,12.353708808434437,3.3275951912770143,1.3205617487108705
9,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,BallCalled,,82.29925253697748,11.259971169207692,15.623628365080544,1.885193772650377,1.2546349640835672
11,Matthew Dalquist,Woody Hadeen,Uc irvine,Curveball,,,73.25427363616215,-9.747073976383549,-12.44519877320282,2.217133778229657,0.9865094129003176
13,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,StrikeCalled,,90.0830858491459,17.811519562674736,12.33470891131909,2.782334605822328,0.6252728740867108
14,Matthew Dalquist,Myles Smith,Uc irvine,Slider,BallCalled,,83.93012121088923,10.825114473428098,17.7410049155899,1.932417489421612,1.568108969777921
40,Matthew Dalquist,Will Bermudez,Uc irvine,Slider,StrikeCalled,,79.57267702802831,1.88603329277278,-5.300268969433865,1.7268532157127434,0.5077046377455402
41,Matthew Dalquist,Will Bermudez,Uc irvine,Changeup,BallCalled,,82.94924477400933,10.892975359793208,17.20597790088296,0.4520756485486795,0.572189806690332
42,Matthew Dalquist,Will Bermudez,Uc irvine,Slider,BallCalled,,82.25404216141996,3.2096069359207817,-5.727302887244183,0.4775704659551481,0.2150196816289228
43,Matthew Dalquist,Will Bermudez,Uc irvine,Fastball,Foul,,90.40134487769124,19.04631420932409,11.644299536881505,2.0031558388232806,1.554278699977295
44,Matthew Dalquist,Will Bermudez,Uc irvine,Fastball,BallCalled,,89.78550906511114,19.102964750984786,11.88088583066324,2.287793327235236,1.7347528138020445
45,Matthew Dalquist,Will Bermudez,Uc irvine,Fastball,StrikeCalled,StrikeoutLooking,88.98503672318446,18.02381385805974,11.758795926076512,1.6771483583550084,-0.2204506333663886
46,Matthew Dalquist,James Castagnola,Uc irvine,Fastball,InPlay,Out,90.60225058695794,,,2.873962532770402,0.4746828868521468
109,Matthew Dalquist,Woody Hadeen,Uc irvine,Slider,StrikeCalled,,81.21501333542302,4.01848436179592,-4.155667777771095,3.072035149920475,0.467810063611049
110,Matthew Dalquist,Woody Hadeen,Uc irvine,Changeup,BallCalled,,83.22091332088085,11.24629269906384,17.66822486057492,1.2714165009267748,0.9962634677788184
111,Matthew Dalquist,Woody Hadeen,Uc irvine,Slider,Foul,,80.91755533476403,4.176146599499063,-4.954226177824892,3.582549306445108,0.4431934716288425
112,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,Foul,,89.82290627725067,17.49556059773452,11.971056689910716,3.111694770833442,0.9223912404013856
113,Matthew Dalquist,Woody Hadeen,Uc irvine,Fastball,Foul,,89.30651516674358,18.493328904354613,11.009256803998207,2.80083516479882,0.5746731165477437
114,Matthew Dalquist,Woody Hadeen,Uc irvine,Slider,InPlay,Single,83.88802868818297,6.477849767242539,-3.611156000368808,3.3884855940896497,0.1567801701703148
115,Matthew Dalquist,Jo Oyama,Uc irvine,Slider,StrikeCalled,,82.6096944266872,5.504080031950366,-3.8904645341847854,2.8823254412200248,1.0484939973917482
116,Matthew Dalquist,Jo Oyama,Uc irvine,Fastball,StrikeSwinging,StrikeoutSwinging,90.61430985428846,19.299802775297906,11.064842996891857,3.116145006007801,1.0190768266718535
117,Matthew Dalquist,Caden Kendle,Uc irvine,Slider,Foul,,82.09632365619636,4.551916009268112,-3.979302432501367,2.468158073829773,-0.1206236397873349
118,Matthew Dalquist,Caden Kendle,Uc irvine,Slider,BallCalled,,82.90893212215529,10.706988710999145,16.797721979388744,-0.5116675787596218,-0.8722483032930449
119,Matthew Dalquist,Caden Kendle,Uc irvine,Curveball,InPlay,Out,73.95902537402242,-9.5573515096592,-14.602265772133618,1.501663801981936,-0.6478822479715491
120,Matthew Dalquist,Tony Martinez,Uc irvine,Slider,BallCalled,,83.90522593750701,5.026344632234398,-4.035793699667111,1.4369848120923538,-0.0584640992717366
121,Matthew Dalquist,Tony Martinez,Uc irvine,Slider,Foul,,82.06153881273524,3.947771297169133,-5.555340033424432,2.9743620915909665,0.4639408920049663
122,Matthew Dalquist,Tony Martinez,Uc irvine,Fastball,Foul,,91.090670328705,18.524626871762237,12.529055993595987,2.3979377294836093,0.8722649487299435
0,Matthew Dalquist,Jordan Donahue,Hawaii,Fastball,StrikeCalled,,89.59839253344681,,,1.3956391305662377,0.8303025171583247
1,Matthew Dalquist,Jordan Donahue,Hawaii,Changeup,Foul,,83.5778237279111,12.58119035624838,18.1036222047556,2.471043350100223,1.0460470037010243
2,Matthew Dalquist,Jordan Donahue,Hawaii,Slider,StrikeCalled,StrikeoutLooking,83.11768855097942,3.620259444059045,-5.677511643398325,2.1494484063026422,1.3491179700487594
3,Matthew Dalquist,Jake Tsukada,Hawaii,Fastball,BallCalled,,89.77416613111897,18.45244689904868,12.860086602066996,2.8374515400334173,2.27977497105256
4,Matthew Dalquist,Jake Tsukada,Hawaii,Fastball,BallCalled,,90.17257218095132,18.482081094067528,13.254381261315643,3.3298915401370124,1.4126889332723307
5,Matthew Dalquist,Jake Tsukada,Hawaii,Fastball,StrikeCalled,,89.66073418794466,18.56175596780276,13.878624028313949,1.8733369286600303,0.9879712365472996
6,Matthew Dalquist,Jake Tsukada,Hawaii,Slider,BallCalled,,82.68281744034513,4.217209934719861,-4.029124981101435,-0.0436282675997752,-0.1259132098792065
7,Matthew Dalquist,Jake Tsukada,Hawaii,Fastball,BallCalled,,89.83224936628372,18.90635812669219,13.21222252804608,3.5470595616690868,1.713389376524762
8,Matthew Dalquist,Austin Machado,Hawaii,Fastball,BallCalled,,89.3102660103511,17.90821056239864,14.756114599880066,1.4863844962521415,1.1781441642727994
9,Matthew Dalquist,Austin Machado,Hawaii,Changeup,StrikeSwinging,,82.92076585220387,11.890858961711064,17.048545886524654,3.288666908435727,2.929952260044269
10,Matthew Dalquist,Austin Machado,Hawaii,Curveball,InPlay,Out,75.8098269345467,-4.228042188351523,-14.960606649746198,2.6912145679944905,0.3507458094118732
30,Matthew Dalquist,Kyson Donahue,Hawaii,Changeup,StrikeCalled,,84.27141857097295,11.712898838004447,17.82653845119995,2.073701917974621,0.5676776786831399
31,Matthew Dalquist,Kyson Donahue,Hawaii,Fastball,Foul,,89.68699842854693,18.112466537556173,13.711426007997098,2.284574307594637,1.598754828323949
32,Matthew Dalquist,Kyson Donahue,Hawaii,Fastball,StrikeSwinging,StrikeoutSwinging,91.1575201912344,19.15534407931249,13.823685168777196,3.126505148575616,2.002896535423361
33,Matthew Dalquist,Dallas Duarte,Hawaii,Fastball,BallCalled,,88.11284815444664,18.24895483055972,13.247654704395714,2.8906130377478667,1.7376153023328909
34,Matthew Dalquist,Dallas Duarte,Hawaii,Fastball,StrikeCalled,,89.69059327717727,19.84930275362509,12.897353705116087,1.6222681220962982,1.1492216285523214
35,Matthew Dalquist,Dallas Duarte,Hawaii,Slider,BallCalled,,80.33658813303207,1.57504555954538,-6.591454075997992,1.938708965905027,-1.5484645109468782
36,Matthew Dalquist,Dallas Duarte,Hawaii,Fastball,BallCalled,,89.45100476605155,19.793416444668654,12.33127364200686,1.2270302237452444,1.3063067280705165
37,Matthew Dalquist,Dallas Duarte,Hawaii,Fastball,InPlay,Out,89.1632157901381,18.233752712299264,13.811172044227389,2.382873175391877,0.9327445782911056
38,Matthew Dalquist,Naighel ali'i Calderon,Hawaii,Fastball,StrikeCalled,,89.8574281472643,17.88713880853807,14.312150551570507,1.675191679796209,-0.6253019310929828
39,Matthew Dalquist,Naighel ali'i Calderon,Hawaii,Fastball,BallCalled,,89.70425610954725,19.33815067090221,12.924203145270948,1.1711201765836166,-0.3692115960147892
40,Matthew Dalquist,Naighel ali'i Calderon,Hawaii,Fastball,InPlay,Out,89.37299334525042,17.780974265265435,14.414832324819445,2.0632554748065086,0.6354914904764205
50,Matthew Dalquist,Matthew Miura,Hawaii,Fastball,BallCalled,,89.86171840039191,,,2.341499733856387,1.4068013244802124
51,Matthew Dalquist,Matthew Miura,Hawaii,Slider,BallCalled,,83.12298345412827,6.387085106959233,-3.008385464807416,0.9904815399711804,0.9798081973681504
52,Matthew Dalquist,Matthew Miura,Hawaii,Fastball,StrikeCalled,,89.74872697710096,,,2.704042092294666,1.0695130955746102
53,Matthew Dalquist,Matthew Miura,Hawaii,Slider,BallCalled,,83.71686087063868,5.356505179343081,-2.9062263241812367,1.2507080896064835,0.0724397483202868
54,Matthew Dalquist,Matthew Miura,Hawaii,Fastball,BallCalled,,89.93166587557513,18.988151903522635,12.99597039442391,1.538659803631082,2.0082542517194573
55,Matthew Dalquist,Stone Miyao,Hawaii,Fastball,BallCalled,,89.64811746887484,18.44952172250103,14.187733454540448,1.6874947963069489,2.370956760531871
56,Matthew Dalquist,Stone Miyao,Hawaii,Fastball,StrikeCalled,,90.70135518834772,,,2.177269379480701,1.7396369543608992
57,Matthew Dalquist,Stone Miyao,Hawaii,Slider,StrikeCalled,,83.84987073055059,4.943402296537073,-5.639275775813215,2.58196458216628,1.0060936254511634
58,Matthew Dalquist,Stone Miyao,Hawaii,Fastball,BallCalled,,92.29460639248386,18.3975622315666,14.354139685641265,3.299044976236557,2.0811852860709523
59,Matthew Dalquist,Stone Miyao,Hawaii,Slider,BallCalled,,83.95088272509594,4.312452231589795,-4.677888606557939,1.830821966504391,1.6154749170711311
60,Matthew Dalquist,Stone Miyao,Hawaii,Slider,StrikeSwinging,StrikeoutSwinging,85.45425697714131,7.671516241166991,-3.024619326733358,1.4312542645598274,-0.2318377467959222
61,Matthew Dalquist,Elijah Ickes,Hawaii,Fastball,BallCalled,,91.83924807361262,17.737014542850133,16.04406412034889,2.2862732840904507,1.7068384783236676
63,Matthew Dalquist,Jordan Donahue,Hawaii,Changeup,StrikeCalled,,84.57533865607877,10.156515129694416,15.112048797262132,2.856451044863938,-0.0955528675609573
64,Matthew Dalquist,Jordan Donahue,Hawaii,Changeup,BallCalled,,84.30266084230568,10.650583995017683,17.50481397115898,1.7787923763769022,1.5666501397811383
65,Matthew Dalquist,Jordan Donahue,Hawaii,Slider,Foul,,83.09633762180047,2.9963977700788647,-7.94294661532172,2.625306822697165,0.6453591403019613
66,Matthew Dalquist,Jordan Donahue,Hawaii,Fastball,Foul,,91.74477891692656,17.604054136484613,13.611117352256665,3.4123896311425024,0.5224992811463899
67,Matthew Dalquist,Jordan Donahue,Hawaii,Changeup,BallCalled,,85.50813215811928,10.235778637521625,16.482514264658114,2.177553405908204,2.465022800821353
68,Matthew Dalquist,Jordan Donahue,Hawaii,Fastball,Foul,,91.98258864869888,18.405227588686618,13.32977383932908,2.2358609548943438,0.4851395773020078
69,Matthew Dalquist,Jordan Donahue,Hawaii,Fastball,Foul,,92.2679425908136,19.00825169518084,12.571954928021952,3.829522423332901,1.4352580463144011
70,Matthew Dalquist,Jordan Donahue,Hawaii,Slider,InPlay,FieldersChoice,85.4155040834681,5.690699687084205,-3.485165460814388,2.6748414535479195,0.1286698679607997
71,Matthew Dalquist,Jake Tsukada,Hawaii,Fastball,Foul,,91.59907941972432,18.345288447475184,13.504745569139498,3.5078662053765077,0.3988705176638084
72,Matthew Dalquist,Jake Tsukada,Hawaii,Changeup,InPlay,Error,84.32129159091845,10.714338045679703,16.612818935063853,2.380927158702133,1.3804347529813854
73,Matthew Dalquist,Austin Machado,Hawaii,Fastball,BallCalled,,91.14744687422431,17.18493806195482,13.961269288288682,3.9469773068672143,0.4780814598183182
74,Matthew Dalquist,Austin Machado,Hawaii,Changeup,BallCalled,,83.69101990805562,11.268054590560409,13.774278343541503,2.761888486033707,1.951924601062638
75,Matthew Dalquist,Austin Machado,Hawaii,Fastball,BallCalled,,90.14537216705986,17.558944308467083,14.569331607746877,4.00084679184119,1.1827004236649084
76,Matthew Dalquist,Austin Machado,Hawaii,Fastball,StrikeCalled,,90.70409231810976,18.064263105868815,14.314419889977453,2.1303031928729204,-0.3457501179899653
77,Matthew Dalquist,Austin Machado,Hawaii,Fastball,Foul,,90.08657120867964,18.31410079177878,13.459098713659255,3.489767368128732,0.3576314516730402
78,Matthew Dalquist,Austin Machado,Hawaii,Slider,BallCalled,,85.04441766535655,5.631533913183759,-3.6981791813210263,4.035042807148965,0.4501964906480677
79,Matthew Dalquist,Kyson Donahue,Hawaii,Curveball,StrikeCalled,,74.797577138642,-7.893486181586013,-15.350280940946773,3.084626557522051,0.421008156173658
80,Matthew Dalquist,Kyson Donahue,Hawaii,Fastball,Foul,,90.43510175958252,18.751107321566263,13.362091848039908,3.4845114055754656,1.3043245282316407
81,Matthew Dalquist,Kyson Donahue,Hawaii,Fastball,BallCalled,,91.65759651820422,17.907670836113002,13.12730316405572,4.234385891915945,2.187707780842157
82,Matthew Dalquist,Kyson Donahue,Hawaii,Curveball,StrikeSwinging,StrikeoutSwinging,78.36124575956165,-7.491897456516753,-14.36684043101294,1.1935481741382856,-0.816626127716789
97,Matthew Dalquist,Dallas Duarte,Hawaii,Fastball,BallCalled,,87.70061046648776,18.59952806971657,11.963621892303337,4.14776237898788,1.395826760895582
98,Matthew Dalquist,Dallas Duarte,Hawaii,Fastball,InPlay,Single,87.25789686752567,18.826546088271183,12.455706661469105,1.8043087834981175,0.5554352574086855
99,Matthew Dalquist,Naighel ali'i Calderon,Hawaii,Slider,BallCalled,,81.81683250647414,4.503423677768332,-4.748989771832673,0.8689704127949721,0.9529882890211098
100,Matthew Dalquist,Naighel ali'i Calderon,Hawaii,Slider,StrikeSwinging,,83.21945491932163,4.207547272307266,-2.904865073028005,0.7652063935920465,-0.5873531734299476
101,Matthew Dalquist,Naighel ali'i Calderon,Hawaii,Changeup,StrikeSwinging,,83.95021028379617,10.609147999481824,15.085306641656018,1.1347971326792228,1.2013212312538275
102,Matthew Dalquist,Naighel ali'i Calderon,Hawaii,Fastball,InPlay,Error,90.31500443181751,19.17733416134223,11.217081323216124,1.983243011046915,0.4693128661965765
103,Matthew Dalquist,Matthew Miura,Hawaii,Slider,BallCalled,,82.58961629647744,4.191828659046699,-7.270704645888195,0.8715735645700996,-0.8450386306189559
104,Matthew Dalquist,Matthew Miura,Hawaii,Slider,BallCalled,,83.00027339164706,4.953829469652838,-5.164893230320067,1.9517797068356355,1.0629827061611443
105,Matthew Dalquist,Matthew Miura,Hawaii,Fastball,InPlay,Out,89.81308157242323,18.68182366231923,12.174768402815964,2.9156697994931293,0.4755121551540507
106,Matthew Dalquist,Stone Miyao,Hawaii,Fastball,BallCalled,,88.26720964606082,18.07005684886072,13.78269553301884,3.168148746123581,1.8984465044166248
107,Matthew Dalquist,Stone Miyao,Hawaii,Slider,BallCalled,,81.88384025503184,4.675696416803049,-5.37901865982837,1.2968102192573692,1.060782313049711
108,Matthew Dalquist,Stone Miyao,Hawaii,Fastball,StrikeCalled,,88.77650456842244,19.30015337645514,10.965924384263928,1.81114641708177,1.108736817517432
109,Matthew Dalquist,Stone Miyao,Hawaii,Fastball,Foul,,89.60183531651637,18.66482311434435,11.162031432010254,2.442357178676646,1.434660786320893
110,Matthew Dalquist,Stone Miyao,Hawaii,Curveball,StrikeSwinging,StrikeoutSwinging,75.02230780740527,-3.9660394951567,-14.733046657094416,2.222759270492294,1.59580593972841
125,Matthew Dalquist,Elijah Ickes,Hawaii,Curveball,StrikeCalled,,73.4860462319529,-6.804316970350563,-13.566428011860587,2.874440382935357,0.4990158173100159
126,Matthew Dalquist,Elijah Ickes,Hawaii,Slider,StrikeCalled,,81.51705311262134,4.483068607211926,-3.845903303677184,1.4881595672625976,-0.4589514563108441
127,Matthew Dalquist,Elijah Ickes,Hawaii,Curveball,Foul,,73.16912231325571,-8.15500129161152,-15.16362115160924,0.8612202088372055,0.3709341553238077
128,Matthew Dalquist,Elijah Ickes,Hawaii,Fastball,Foul,,89.6605356620428,19.000632937981383,12.472231276366273,3.2024985043632936,0.5281332317817952
129,Matthew Dalquist,Elijah Ickes,Hawaii,Curveball,InPlay,Out,72.80250949692883,-6.822638171470011,-15.489121418493646,2.722865042394896,0.4048388712861839
130,Matthew Dalquist,Jordan Donahue,Hawaii,Changeup,BallCalled,,83.22927675527065,8.861412966757364,15.415020531720002,1.503859162584566,-0.1806052595043063
131,Matthew Dalquist,Jordan Donahue,Hawaii,Curveball,StrikeCalled,,71.79705627814796,-6.749872329927321,-15.78826903177654,3.225325777297233,1.3319451558081936
132,Matthew Dalquist,Jordan Donahue,Hawaii,Curveball,Foul,,72.96538290636133,-9.024503814720688,-14.241920846066757,1.6419573581534836,0.0113919210923331
133,Matthew Dalquist,Jordan Donahue,Hawaii,Fastball,BallCalled,,89.42857861565727,18.194731029824773,13.057666965606714,3.861899560714501,2.75992637543988
134,Matthew Dalquist,Jordan Donahue,Hawaii,Curveball,InPlay,Error,74.39581700363122,-8.142047660294637,-13.414377385671823,1.4051850957245002,0.5005935411066952
135,Matthew Dalquist,Jake Tsukada,Hawaii,Fastball,BallCalled,,89.24218659003022,,,1.431711041423399,-0.3999086851044331
136,Matthew Dalquist,Jake Tsukada,Hawaii,Slider,StrikeCalled,,81.67185853107348,4.8017765119841656,-6.25364976552264,2.1603690699636986,0.5219067008898945
137,Matthew Dalquist,Jake Tsukada,Hawaii,Curveball,InPlay,Single,73.62198443073439,-9.499320748517242,-16.680629522482565,2.2317113771326818,0.9750644783363844
138,Matthew Dalquist,Austin Machado,Hawaii,Changeup,StrikeCalled,,83.88249177836212,11.911639459154973,14.548406676363562,1.685734517209326,-0.0862508736908273
139,Matthew Dalquist,Austin Machado,Hawaii,Changeup,InPlay,Out,84.28397665531303,10.209425108275973,15.368838577428765,1.9802694208840663,0.534062596200801
140,Matthew Dalquist,Kyson Donahue,Hawaii,Fastball,InPlay,HomeRun,89.90523339100716,19.65660557813727,11.49968136356894,3.381654930054992,0.536348323318402
141,Matthew Dalquist,Dallas Duarte,Hawaii,Curveball,Foul,,72.84922147719107,-9.910815109040442,-14.7749585717346,1.667642247778355,0.2267111194668488
143,Matthew Dalquist,Dallas Duarte,Hawaii,Curveball,InPlay,HomeRun,71.90299194679929,-7.227232070707025,-14.780428331145377,2.558380448193988,0.3251529951653212
